response_id,respondent_id,question,rating,date
506,R0010,Overall Satisfaction,3,2024-04-23
507,R0033,Delivery Speed,3,2024-12-30
508,R0236,Delivery Speed,4,2024-11-21
509,R0169,Delivery Speed,4,2024-08-31
510,R0286,Product Quality,3,2024-06-23
511,R0164,Value for Money,4,2024-03-18
512,R0237,Overall Satisfaction,4,2024-04-17
513,R0273,Overall Satisfaction,2,2024-12-10
514,R0200,Value for Money,4,2024-01-17
515,R0293,Product Quality,4,2024-10-14
516,R0177,Product Quality,2,2024-09-28
517,R0190,Value for Money,3,2024-06-10
518,R0232,Overall Satisfaction,4,2024-01-16
519,R0080,Delivery Speed,5,2024-03-26
520,R0181,Delivery Speed,4,2024-07-31
521,R0012,Value for Money,5,2024-09-08
522,R0121,Ease of Use,5,2024-03-08
523,R0194,Delivery Speed,1,2024-02-19
524,R0203,Customer Service,2,2024-02-26
525,R0293,Value for Money,2,2024-03-22
526,R0206,Delivery Speed,4,2024-06-29
527,R0112,Ease of Use,5,2024-05-22
528,R0164,Value for Money,1,2024-12-06
529,R0163,Delivery Speed,5,2024-09-29
530,R0201,Customer Service,4,2024-09-10
531,R0238,Value for Money,4,2024-03-21
532,R0091,Ease of Use,3,2024-01-02
533,R0273,Value for Money,4,2024-12-01
534,R0089,Overall Satisfaction,1,2024-07-15
535,R0298,Overall Satisfaction,4,2024-08-02
536,R0211,Customer Service,1,2024-11-12
537,R0115,Customer Service,5,2024-11-13
538,R0258,Product Quality,5,2024-10-19
539,R0210,Product Quality,3,2024-11-08
540,R0128,Customer Service,5,2024-11-16
541,R0242,Overall Satisfaction,1,2024-07-08
542,R0012,Overall Satisfaction,5,2024-11-30
543,R0200,Delivery Speed,5,2024-04-08
544,R0083,Ease of Use,3,2024-05-02
545,R0090,Ease of Use,2,2024-06-14
546,R0068,Value for Money,1,2024-01-16
547,R0106,Delivery Speed,4,2024-08-23
548,R0126,Overall Satisfaction,5,2024-08-15
549,R0124,Customer Service,4,2024-09-13
550,R0057,Delivery Speed,3,2024-03-22
551,R0126,Ease of Use,1,2024-01-04
552,R0017,Overall Satisfaction,4,2024-09-23
553,R0241,Ease of Use,1,2024-08-01
554,R0134,Overall Satisfaction,5,2024-03-02
555,R0274,Overall Satisfaction,1,2024-08-12
556,R0247,Overall Satisfaction,1,2024-05-29
557,R0204,Overall Satisfaction,1,2024-07-05
558,R0205,Overall Satisfaction,5,2024-11-18
559,R0226,Ease of Use,1,2024-02-23
560,R0075,Value for Money,5,2024-02-27
561,R0087,Value for Money,4,2024-12-02
562,R0174,Customer Service,2,2024-09-04
563,R0108,Value for Money,1,2024-06-17
564,R0038,Ease of Use,4,2024-05-05
565,R0134,Value for Money,3,2024-12-18
566,R0228,Value for Money,4,2024-12-24
567,R0133,Delivery Speed,3,2024-10-31
568,R0019,Customer Service,2,2024-09-24
569,R0148,Product Quality,2,2024-07-08
570,R0289,Value for Money,3,2024-06-06
571,R0082,Delivery Speed,3,2024-08-31
572,R0226,Overall Satisfaction,3,2024-03-20
573,R0066,Customer Service,5,2024-05-29
574,R0197,Value for Money,2,2024-01-15
575,R0109,Delivery Speed,3,2024-03-16
576,R0300,Product Quality,3,2024-07-05
577,R0261,Overall Satisfaction,5,2024-07-26
578,R0245,Delivery Speed,2,2024-06-25
579,R0080,Delivery Speed,5,2024-06-09
580,R0268,Value for Money,4,2024-09-05
581,R0087,Delivery Speed,4,2024-03-30
582,R0248,Ease of Use,1,2024-12-08
583,R0034,Value for Money,2,2024-06-07
584,R0106,Customer Service,2,2024-05-22
585,R0062,Overall Satisfaction,2,2024-07-01
586,R0256,Ease of Use,5,2024-11-22
587,R0007,Overall Satisfaction,5,2024-04-26
588,R0104,Value for Money,1,2024-07-23
589,R0051,Value for Money,5,2024-02-04
590,R0139,Delivery Speed,5,2024-10-02
591,R0041,Product Quality,4,2024-10-17
592,R0268,Customer Service,2,2024-05-11
593,R0094,Overall Satisfaction,2,2024-04-26
594,R0234,Customer Service,1,2024-11-07
595,R0137,Delivery Speed,3,2024-02-16
596,R0098,Overall Satisfaction,1,2024-03-08
597,R0268,Value for Money,1,2024-04-16
598,R0117,Customer Service,5,2024-10-24
599,R0245,Ease of Use,1,2024-10-01
600,R0027,Value for Money,1,2024-04-10
601,R0245,Product Quality,4,2024-02-12
602,R0244,Customer Service,1,2024-10-04
603,R0111,Delivery Speed,4,2024-06-02
604,R0292,Product Quality,5,2024-08-08
605,R0058,Overall Satisfaction,4,2024-11-25
606,R0100,Delivery Speed,5,2024-08-21
607,R0001,Value for Money,4,2024-11-03
608,R0139,Ease of Use,2,2024-06-17
609,R0260,Ease of Use,5,2024-05-25
610,R0154,Value for Money,5,2024-05-07
611,R0175,Value for Money,5,2024-09-14
612,R0159,Overall Satisfaction,4,2024-02-27
613,R0094,Ease of Use,1,2024-06-12
614,R0261,Ease of Use,4,2024-03-24
615,R0092,Product Quality,4,2024-12-10
616,R0156,Product Quality,4,2024-06-24
617,R0276,Customer Service,2,2024-02-25
618,R0119,Customer Service,3,2024-09-13
619,R0157,Value for Money,5,2024-08-29
620,R0053,Overall Satisfaction,3,2024-11-08
621,R0108,Delivery Speed,2,2024-06-14
622,R0081,Customer Service,4,2024-03-28
623,R0081,Delivery Speed,2,2024-06-15
624,R0265,Ease of Use,5,2024-08-01
625,R0138,Customer Service,3,2024-08-29
626,R0156,Value for Money,2,2024-06-05
627,R0171,Overall Satisfaction,3,2024-06-10
628,R0231,Value for Money,4,2024-10-15
629,R0202,Ease of Use,1,2024-07-25
630,R0029,Ease of Use,3,2024-11-26
631,R0072,Ease of Use,3,2024-01-10
632,R0104,Customer Service,3,2024-05-30
633,R0192,Product Quality,3,2024-08-06
634,R0196,Value for Money,5,2024-10-13
635,R0103,Customer Service,5,2024-09-14
636,R0226,Value for Money,1,2024-02-08
637,R0125,Customer Service,3,2024-09-02
638,R0241,Product Quality,4,2024-12-18
639,R0250,Customer Service,3,2024-11-06
640,R0193,Product Quality,1,2024-01-29
641,R0176,Value for Money,5,2024-07-08
642,R0225,Value for Money,1,2024-08-29
643,R0069,Overall Satisfaction,1,2024-06-15
644,R0212,Customer Service,2,2024-10-28
645,R0154,Delivery Speed,2,2024-10-14
646,R0046,Ease of Use,2,2024-06-16
647,R0294,Delivery Speed,3,2024-10-12
648,R0272,Value for Money,1,2024-03-12
649,R0035,Overall Satisfaction,3,2024-07-03
650,R0229,Overall Satisfaction,2,2024-04-04
651,R0165,Ease of Use,2,2024-08-23
652,R0186,Value for Money,2,2024-12-12
653,R0133,Value for Money,5,2024-01-12
654,R0072,Product Quality,4,2024-08-06
655,R0203,Ease of Use,1,2024-09-27
656,R0031,Delivery Speed,3,2024-01-09
657,R0290,Ease of Use,1,2024-09-15
658,R0168,Delivery Speed,4,2024-05-24
659,R0295,Value for Money,1,2024-02-08
660,R0290,Product Quality,5,2024-02-27
661,R0273,Customer Service,5,2024-02-14
662,R0294,Ease of Use,5,2024-11-28
663,R0098,Product Quality,4,2024-05-21
664,R0239,Ease of Use,2,2024-11-29
665,R0170,Product Quality,2,2024-11-27
666,R0295,Value for Money,4,2024-09-27
667,R0222,Product Quality,4,2024-10-21
668,R0151,Product Quality,5,2024-07-18
669,R0010,Product Quality,2,2024-06-14
670,R0219,Customer Service,3,2024-04-24
671,R0300,Overall Satisfaction,3,2024-09-29
672,R0235,Overall Satisfaction,2,2024-10-21
673,R0182,Overall Satisfaction,5,2024-03-19
674,R0097,Customer Service,2,2024-06-06
675,R0093,Product Quality,1,2024-09-30
676,R0021,Customer Service,5,2024-06-27
677,R0036,Value for Money,3,2024-04-27
678,R0107,Customer Service,3,2024-03-24
679,R0218,Value for Money,2,2024-04-21
680,R0182,Product Quality,2,2024-08-13
681,R0064,Ease of Use,1,2024-08-15
682,R0107,Ease of Use,1,2024-08-16
683,R0225,Ease of Use,2,2024-04-15
684,R0195,Delivery Speed,1,2024-02-17
685,R0090,Delivery Speed,5,2024-09-21
686,R0063,Customer Service,2,2024-03-02
687,R0251,Overall Satisfaction,5,2024-07-02
688,R0163,Ease of Use,2,2024-04-17
689,R0047,Delivery Speed,3,2024-09-01
690,R0131,Delivery Speed,1,2024-08-21
691,R0009,Product Quality,4,2024-08-03
692,R0205,Product Quality,3,2024-07-03
693,R0159,Product Quality,4,2024-11-29
694,R0154,Customer Service,1,2024-11-29
695,R0200,Ease of Use,1,2024-05-20
696,R0166,Product Quality,2,2024-05-07
697,R0091,Delivery Speed,1,2024-03-06
698,R0266,Customer Service,2,2024-12-21
699,R0241,Product Quality,1,2024-11-01
700,R0108,Overall Satisfaction,3,2024-07-09
701,R0213,Customer Service,4,2024-03-29
702,R0090,Delivery Speed,2,2024-12-08
703,R0093,Value for Money,1,2024-03-24
704,R0016,Ease of Use,2,2024-06-05
705,R0207,Overall Satisfaction,3,2024-05-15
706,R0165,Product Quality,1,2024-06-18
707,R0015,Ease of Use,1,2024-03-14
708,R0209,Product Quality,5,2024-07-12
709,R0269,Customer Service,2,2024-02-21
710,R0008,Value for Money,2,2024-02-17
711,R0215,Product Quality,1,2024-08-31
712,R0238,Ease of Use,5,2024-08-13
713,R0069,Delivery Speed,1,2024-06-08
714,R0244,Ease of Use,3,2024-03-06
715,R0166,Overall Satisfaction,5,2024-07-06
716,R0050,Ease of Use,4,2024-10-19
717,R0101,Customer Service,2,2024-09-20
718,R0067,Customer Service,2,2024-12-03
719,R0043,Overall Satisfaction,1,2024-07-25
720,R0145,Delivery Speed,1,2024-05-07
721,R0116,Value for Money,2,2024-12-03
722,R0155,Value for Money,4,2024-12-08
723,R0267,Delivery Speed,5,2024-05-16
724,R0068,Value for Money,4,2024-07-10
725,R0075,Delivery Speed,1,2024-07-16
726,R0025,Customer Service,2,2024-01-08
727,R0074,Overall Satisfaction,1,2024-05-01
728,R0083,Ease of Use,3,2024-01-06
729,R0293,Ease of Use,4,2024-06-25
730,R0097,Overall Satisfaction,5,2024-07-26
731,R0232,Customer Service,4,2024-11-14
732,R0135,Delivery Speed,4,2024-03-01
733,R0144,Overall Satisfaction,5,2024-06-21
734,R0173,Customer Service,3,2024-06-23
735,R0250,Delivery Speed,4,2024-12-05
736,R0050,Overall Satisfaction,3,2024-09-22
737,R0135,Product Quality,3,2024-08-06
738,R0014,Delivery Speed,2,2024-02-18
739,R0117,Ease of Use,1,2024-03-02
740,R0282,Overall Satisfaction,3,2024-03-05
741,R0178,Value for Money,4,2024-08-11
742,R0284,Product Quality,5,2024-04-03
743,R0204,Delivery Speed,2,2024-03-13
744,R0114,Product Quality,2,2024-06-30
745,R0270,Delivery Speed,2,2024-10-15
746,R0272,Delivery Speed,1,2024-09-29
747,R0186,Delivery Speed,2,2024-12-21
748,R0272,Customer Service,3,2024-03-22
749,R0052,Overall Satisfaction,2,2024-11-21
750,R0116,Overall Satisfaction,2,2024-10-03
751,R0218,Customer Service,3,2024-01-26
752,R0206,Value for Money,4,2024-09-24
753,R0216,Ease of Use,4,2024-06-13
754,R0070,Overall Satisfaction,3,2024-01-01
755,R0039,Value for Money,5,2024-12-08
756,R0160,Customer Service,5,2024-10-31
757,R0035,Product Quality,4,2024-03-12
758,R0074,Ease of Use,2,2024-05-04
759,R0201,Customer Service,4,2024-07-19
760,R0100,Customer Service,3,2024-02-06
761,R0116,Value for Money,2,2024-07-24
762,R0064,Overall Satisfaction,5,2024-12-10
763,R0078,Customer Service,4,2024-03-13
764,R0142,Value for Money,1,2024-11-22
765,R0061,Delivery Speed,3,2024-09-25
766,R0053,Overall Satisfaction,5,2024-08-29
767,R0119,Overall Satisfaction,4,2024-06-01
768,R0064,Delivery Speed,5,2024-08-20
769,R0079,Product Quality,3,2024-05-19
770,R0021,Ease of Use,3,2024-02-27
771,R0239,Ease of Use,5,2024-03-27
772,R0250,Value for Money,2,2024-09-24
773,R0053,Product Quality,5,2024-11-02
774,R0186,Customer Service,4,2024-12-25
775,R0222,Ease of Use,1,2024-11-22
776,R0054,Value for Money,3,2024-05-08
777,R0261,Value for Money,4,2024-12-07
778,R0129,Value for Money,1,2024-01-07
779,R0052,Overall Satisfaction,4,2024-05-04
780,R0300,Ease of Use,2,2024-10-29
781,R0223,Overall Satisfaction,3,2024-02-23
782,R0250,Delivery Speed,5,2024-10-16
783,R0193,Delivery Speed,5,2024-12-07
784,R0196,Product Quality,5,2024-02-25
785,R0051,Delivery Speed,1,2024-03-01
786,R0123,Value for Money,5,2024-12-10
787,R0216,Ease of Use,1,2024-06-26
788,R0226,Ease of Use,5,2024-09-24
789,R0020,Ease of Use,4,2024-12-08
790,R0014,Customer Service,5,2024-04-02
791,R0013,Overall Satisfaction,3,2024-02-20
792,R0150,Ease of Use,1,2024-08-21
793,R0130,Value for Money,3,2024-06-29
794,R0128,Value for Money,4,2024-01-25
795,R0167,Ease of Use,3,2024-03-23
796,R0108,Delivery Speed,5,2024-11-27
797,R0165,Overall Satisfaction,4,2024-06-27
798,R0089,Ease of Use,1,2024-06-19
799,R0181,Delivery Speed,5,2024-04-26
800,R0163,Value for Money,1,2024-02-16
801,R0208,Value for Money,5,2024-09-11
802,R0096,Ease of Use,2,2024-05-15
803,R0249,Value for Money,3,2024-08-12
804,R0186,Customer Service,2,2024-06-14
805,R0009,Product Quality,2,2024-10-24
806,R0159,Delivery Speed,5,2024-05-31
807,R0287,Delivery Speed,2,2024-07-22
808,R0039,Customer Service,1,2024-02-16
809,R0208,Value for Money,2,2024-06-23
810,R0273,Value for Money,4,2024-03-09
811,R0198,Product Quality,3,2024-11-10
812,R0292,Product Quality,3,2024-04-25
813,R0227,Product Quality,2,2024-10-07
814,R0080,Overall Satisfaction,3,2024-01-14
815,R0254,Customer Service,2,2024-05-05
816,R0116,Ease of Use,2,2024-03-15
817,R0007,Value for Money,2,2024-01-11
818,R0248,Ease of Use,4,2024-10-11
819,R0283,Delivery Speed,2,2024-07-30
820,R0096,Delivery Speed,5,2024-07-23
821,R0295,Ease of Use,3,2024-12-27
822,R0187,Value for Money,4,2024-07-08
823,R0187,Customer Service,3,2024-10-03
824,R0183,Product Quality,2,2024-06-13
825,R0127,Delivery Speed,5,2024-03-06
826,R0050,Delivery Speed,4,2024-10-01
827,R0161,Product Quality,5,2024-04-26
828,R0179,Overall Satisfaction,5,2024-04-24
829,R0239,Value for Money,5,2024-01-28
830,R0236,Delivery Speed,4,2024-09-11
831,R0224,Product Quality,2,2024-01-12
832,R0287,Ease of Use,5,2024-11-28
833,R0030,Value for Money,4,2024-12-27
834,R0076,Product Quality,3,2024-02-03
835,R0142,Delivery Speed,3,2024-01-15
836,R0252,Ease of Use,2,2024-07-21
837,R0111,Overall Satisfaction,4,2024-06-07
838,R0276,Overall Satisfaction,3,2024-06-18
839,R0120,Delivery Speed,5,2024-07-27
840,R0074,Delivery Speed,5,2024-06-10
841,R0004,Delivery Speed,1,2024-12-30
842,R0184,Delivery Speed,1,2024-02-06
843,R0033,Delivery Speed,4,2024-03-23
844,R0100,Customer Service,5,2024-04-01
845,R0093,Product Quality,4,2024-03-02
846,R0170,Product Quality,1,2024-07-25
847,R0294,Overall Satisfaction,4,2024-07-27
848,R0196,Overall Satisfaction,4,2024-03-11
849,R0176,Customer Service,1,2024-06-08
850,R0182,Customer Service,4,2024-05-09
851,R0256,Product Quality,2,2024-05-13
852,R0206,Customer Service,2,2024-06-28
853,R0042,Value for Money,4,2024-02-18
854,R0269,Value for Money,1,2024-11-06
855,R0032,Delivery Speed,1,2024-12-15
856,R0192,Product Quality,2,2024-01-01
857,R0271,Product Quality,1,2024-06-16
858,R0197,Value for Money,1,2024-10-17
859,R0289,Value for Money,1,2024-03-29
860,R0097,Overall Satisfaction,5,2024-09-12
861,R0094,Delivery Speed,2,2024-06-25
862,R0050,Overall Satisfaction,2,2024-11-03
863,R0192,Delivery Speed,2,2024-08-13
864,R0091,Delivery Speed,2,2024-08-15
865,R0016,Delivery Speed,1,2024-10-02
866,R0062,Value for Money,3,2024-02-25
867,R0179,Overall Satisfaction,2,2024-10-29
868,R0266,Customer Service,1,2024-09-11
869,R0099,Delivery Speed,2,2024-11-09
870,R0173,Ease of Use,5,2024-07-18
871,R0230,Product Quality,5,2024-02-03
872,R0174,Customer Service,3,2024-03-13
873,R0123,Ease of Use,2,2024-07-25
874,R0022,Value for Money,1,2024-09-02
875,R0051,Delivery Speed,1,2024-12-05
876,R0165,Delivery Speed,5,2024-10-21
877,R0273,Delivery Speed,4,2024-10-06
878,R0103,Value for Money,3,2024-03-10
879,R0230,Customer Service,3,2024-11-16
880,R0219,Ease of Use,4,2024-07-12
881,R0043,Ease of Use,1,2024-09-08
882,R0054,Value for Money,5,2024-09-04
883,R0200,Value for Money,4,2024-05-27
884,R0029,Delivery Speed,1,2024-04-06
885,R0046,Value for Money,5,2024-10-19
886,R0278,Customer Service,3,2024-01-25
887,R0274,Product Quality,1,2024-06-04
888,R0198,Customer Service,3,2024-10-02
889,R0027,Overall Satisfaction,4,2024-09-17
890,R0269,Customer Service,5,2024-07-08
891,R0023,Customer Service,1,2024-08-22
892,R0096,Customer Service,3,2024-02-07
893,R0105,Ease of Use,2,2024-10-19
894,R0008,Product Quality,4,2024-04-15
895,R0060,Value for Money,1,2024-05-03
896,R0170,Customer Service,4,2024-04-26
897,R0191,Ease of Use,1,2024-03-20
898,R0073,Delivery Speed,2,2024-11-14
899,R0133,Ease of Use,5,2024-12-29
900,R0159,Customer Service,3,2024-07-28
901,R0006,Ease of Use,4,2024-07-12
902,R0143,Customer Service,4,2024-05-09
903,R0006,Overall Satisfaction,4,2024-01-22
904,R0230,Customer Service,2,2024-02-06
905,R0059,Product Quality,2,2024-09-07
906,R0035,Customer Service,5,2024-06-16
907,R0086,Overall Satisfaction,3,2024-12-14
908,R0204,Value for Money,5,2024-05-26
909,R0146,Delivery Speed,3,2024-02-25
910,R0062,Ease of Use,2,2024-02-14
911,R0285,Ease of Use,2,2024-03-06
912,R0266,Product Quality,4,2024-09-02
913,R0056,Product Quality,2,2024-01-20
914,R0199,Customer Service,1,2024-12-21
915,R0035,Customer Service,4,2024-11-11
916,R0190,Ease of Use,2,2024-08-14
917,R0022,Overall Satisfaction,5,2024-04-06
918,R0108,Overall Satisfaction,3,2024-01-23
919,R0292,Product Quality,2,2024-06-23
920,R0129,Customer Service,3,2024-08-24
921,R0103,Overall Satisfaction,1,2024-07-19
922,R0195,Customer Service,3,2024-09-15
923,R0033,Customer Service,2,2024-11-17
924,R0100,Value for Money,4,2024-01-13
925,R0226,Product Quality,2,2024-11-04
926,R0271,Value for Money,5,2024-03-23
927,R0074,Delivery Speed,3,2024-01-30
928,R0058,Overall Satisfaction,1,2024-07-28
929,R0266,Delivery Speed,1,2024-11-12
930,R0087,Overall Satisfaction,3,2024-07-08
931,R0020,Customer Service,1,2024-12-16
932,R0120,Product Quality,4,2024-01-02
933,R0289,Product Quality,4,2024-10-17
934,R0062,Customer Service,1,2024-10-15
935,R0280,Product Quality,1,2024-11-28
936,R0244,Delivery Speed,4,2024-05-24
937,R0199,Ease of Use,2,2024-12-15
938,R0252,Delivery Speed,3,2024-06-25
939,R0233,Ease of Use,2,2024-08-20
940,R0275,Value for Money,2,2024-03-14
941,R0147,Overall Satisfaction,2,2024-07-17
942,R0132,Customer Service,3,2024-01-11
943,R0222,Value for Money,2,2024-01-22
944,R0236,Ease of Use,5,2024-04-26
945,R0206,Customer Service,3,2024-04-16
946,R0208,Ease of Use,4,2024-08-23
947,R0232,Ease of Use,4,2024-08-25
948,R0187,Value for Money,3,2024-12-06
949,R0205,Customer Service,5,2024-04-15
950,R0126,Customer Service,2,2024-10-18
951,R0100,Overall Satisfaction,5,2024-07-05
952,R0238,Delivery Speed,4,2024-07-10
953,R0158,Customer Service,4,2024-03-13
954,R0241,Product Quality,5,2024-11-29
955,R0232,Value for Money,5,2024-07-30
956,R0027,Customer Service,2,2024-06-21
957,R0283,Customer Service,4,2024-09-21
958,R0222,Customer Service,4,2024-01-13
959,R0106,Ease of Use,5,2024-12-07
960,R0089,Value for Money,5,2024-03-20
961,R0206,Delivery Speed,2,2024-03-18
962,R0211,Value for Money,4,2024-05-05
963,R0067,Ease of Use,3,2024-11-08
964,R0272,Overall Satisfaction,1,2024-12-12
965,R0050,Product Quality,1,2024-01-11
966,R0005,Product Quality,3,2024-02-16
967,R0161,Value for Money,2,2024-03-18
968,R0110,Value for Money,1,2024-07-04
969,R0162,Delivery Speed,4,2024-08-31
970,R0174,Overall Satisfaction,2,2024-05-28
971,R0156,Product Quality,5,2024-03-22
972,R0078,Customer Service,4,2024-03-01
973,R0273,Delivery Speed,4,2024-03-22
974,R0288,Delivery Speed,4,2024-12-24
975,R0144,Overall Satisfaction,2,2024-02-28
976,R0076,Ease of Use,1,2024-01-21
977,R0070,Ease of Use,4,2024-07-13
978,R0245,Customer Service,1,2024-10-27
979,R0186,Ease of Use,5,2024-10-19
980,R0094,Ease of Use,1,2024-09-08
981,R0291,Value for Money,3,2024-02-13
982,R0190,Product Quality,2,2024-03-10
983,R0154,Overall Satisfaction,4,2024-03-17
984,R0057,Overall Satisfaction,2,2024-11-20
985,R0165,Value for Money,1,2024-06-30
986,R0254,Product Quality,5,2024-10-29
987,R0214,Customer Service,3,2024-05-09
988,R0099,Delivery Speed,3,2024-09-23
989,R0013,Ease of Use,3,2024-03-26
990,R0027,Overall Satisfaction,2,2024-12-24
991,R0157,Value for Money,4,2024-08-09
992,R0173,Product Quality,3,2024-12-02
993,R0235,Overall Satisfaction,1,2024-06-19
994,R0283,Product Quality,2,2024-11-15
995,R0006,Overall Satisfaction,5,2024-01-10
996,R0155,Ease of Use,2,2024-08-28
997,R0195,Ease of Use,1,2024-12-21
998,R0139,Overall Satisfaction,4,2024-06-20
999,R0188,Delivery Speed,4,2024-07-27
1000,R0176,Customer Service,3,2024-05-13
1001,R0283,Customer Service,4,2024-05-24
1002,R0137,Product Quality,4,2024-12-09
1003,R0044,Overall Satisfaction,3,2024-09-17
1004,R0059,Product Quality,2,2024-02-24
1005,R0125,Product Quality,2,2024-07-10
1006,R0034,Customer Service,5,2024-05-01
1007,R0045,Product Quality,1,2024-01-07
1008,R0175,Delivery Speed,1,2024-03-20
1009,R0299,Overall Satisfaction,4,2024-11-19
1010,R0170,Overall Satisfaction,1,2024-11-09
